Vehicle_ID,RSU_ID,Road_Segment_ID,Time_Slot,Area_Type,Road_Type,Weather_Condition,Traffic_Density_Level,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Vehicle_Direction_Change_deg,Inter_Vehicle_Distance_m,Vehicle_Density_per_km,Queue_Length,Avg_Stop_Time_s,Roadside_Unit_Load_pct,Edge_Server_Load_pct,Available_Bandwidth_Mbps,Channel_Gain_dB,Signal_Strength_dBm,SNR_dB,Packet_Size_KB,Packet_Generation_Rate_pps,Transmission_Power_mW,Receiving_Power_mW,Idle_Power_mW,Battery_Level_pct,Energy_Consumed_mJ,Residual_Energy_mJ,Hop_Count,Link_Stability_Index,Connection_Duration_s,Handover_Count,Neighbor_Node_Count,Road_Obstruction_Flag,Line_of_Sight_Flag,Attack_Alert_Flag,Data_Sensitivity_Level,QoS_Priority_Class,Sensor_Message_Count,Traffic_Camera_Message_Count,Roadside_Event_Message_Count,Local_Computation_Load_pct,Update_Payload_Size_KB,Processing_Delay_ms,Queueing_Delay_ms,Propagation_Delay_ms,End_to_End_Latency_ms,Jitter_ms,Routing_Overhead_packets,Control_Message_Count,Packet_Loss_Rate_pct,Packet_Delivery_Ratio_pct,Throughput_Mbps,Route_Change_Count,Route_Stability_Index,Resource_Utilization_pct,Network_Lifetime_Score,Privacy_Risk_Score,Communication_Reliability_Score,Energy_Efficiency_Score,target_transmission_category
VEH_00349,RSU_0134,SEG_0164,Morning_Peak,Industrial,Straight_Road,Foggy,Low,43.45,3.08,10.98,75.07,31.26,4,13.88,42.0,55.28,128.78,-97.0,-91.88,17.1,43.76,40.64,323.93,258.81,20.89,58.58,51.524,2375.52,2,0.5415,24.41,2,12,0,0,0,Medium,Background,106.05,5.0,25.72,42.86,82.23,23.442,16.794,6.389,55.593,10.971,25.72,34.2,5.438,93.183,113.076,0,0.6069,48.31,48.497,48.502,67.207,26.344,Poor_Transmission
VEH_00182,RSU_0020,SEG_0324,Morning_Peak,Highway,Intersection,Foggy,Low,112.63,0.972,6.59,65.21,41.52,4,18.53,37.14,43.91,108.04,-104.17,-96.65,24.54,49.82,40.53,311.45,252.67,31.13,61.35,52.782,2530.304,2,0.3171,2.0,1,10,0,1,0,High,Standard,87.19,47.96,16.31,39.45,174.38,23.065,4.026,5.698,34.195,12.419,31.27,32.53,2.471,95.938,101.244,1,0.4876,38.33,48.908,67.173,54.019,28.012,Poor_Transmission
VEH_00637,RSU_0139,SEG_0568,Morning_Peak,Industrial,Multi_Lane_Road,Cloudy,Medium,39.85,1.449,19.97,70.33,64.0,4,22.61,63.03,58.29,103.02,-72.18,-62.52,29.4,38.19,124.33,215.13,225.28,49.69,74.25,45.121,3213.24,4,0.7039,19.34,0,16,0,1,0,Medium,Standard,87.41,31.68,19.13,50.2,191.07,30.139,20.901,11.969,59.662,9.367,23.25,41.25,0.893,98.754,97.405,0,0.9007,59.01,76.575,49.737,83.542,39.926,Highly_Efficient_Secure_Transmission
VEH_01018,RSU_0096,SEG_0551,Morning_Peak,Urban,Multi_Lane_Road,Clear,Low,69.54,0.644,3.98,80.36,41.1,4,6.23,27.97,30.19,120.94,-58.07,-60.22,35.19,67.3,60.11,214.16,153.9,58.85,61.17,41.257,2591.197,2,0.7405,37.59,1,7,0,1,0,Medium,Background,19.62,49.31,16.22,33.5,143.17,19.315,9.76,9.47,40.874,8.047,24.26,21.01,2.593,96.802,118.218,1,0.8713,33.64,64.723,38.195,82.546,33.964,Highly_Efficient_Secure_Transmission
VEH_02227,RSU_0124,SEG_0208,Evening_Peak,Suburban,Curved_Road,Clear,High,30.74,-0.597,28.89,54.22,58.75,14,26.37,71.33,70.92,77.05,-61.42,-72.4,27.84,45.47,137.47,236.2,124.77,69.48,92.17,56.177,3956.304,5,0.6959,18.1,0,24,1,1,0,Low,High_Priority,81.71,96.94,33.67,62.02,192.37,21.914,23.512,11.575,61.135,11.126,33.52,72.99,6.748,92.272,65.859,2,0.8178,69.58,84.73,28.88,71.278,31.355,Efficient_Transmission
VEH_00772,RSU_0155,SEG_0315,Night,Highway,Straight_Road,Cloudy,Very_High,52.33,0.92,12.42,32.4,58.54,10,30.98,86.99,99.0,49.26,-72.73,-69.09,30.85,56.17,115.08,236.49,127.56,41.29,89.61,62.404,3788.94,1,0.7468,20.82,3,29,0,1,0,High,High_Priority,161.06,93.13,24.21,67.55,289.69,23.682,28.687,3.896,70.027,12.77,48.4,61.33,3.255,95.432,39.019,2,0.8205,81.77,78.38,65.214,75.11,22.379,Efficient_Transmission
VEH_01016,RSU_0021,SEG_0304,Midday,Smart_City_Zone,Straight_Road,Clear,High,40.23,0.592,10.96,44.69,72.18,14,20.0,59.44,65.05,82.46,-56.92,-70.54,38.3,33.48,101.84,228.0,137.82,40.8,80.21,50.832,3430.497,2,0.7826,33.81,0,14,0,0,0,High,Background,169.82,78.74,47.94,56.97,272.57,29.839,29.308,11.358,69.194,7.028,27.47,23.68,0.1,99.95,73.361,4,0.9258,57.58,81.377,71.388,84.369,35.775,Highly_Efficient_Secure_Transmission
VEH_02112,RSU_0236,SEG_0239,Morning_Peak,Highway,Intersection,Clear,Medium,80.25,1.92,13.92,66.01,43.37,12,15.87,46.03,52.65,114.14,-63.77,-57.02,24.7,27.13,121.17,259.21,144.81,72.78,49.97,54.796,2098.038,3,0.556,18.16,0,13,0,1,0,High,High_Priority,106.66,29.76,9.4,55.05,230.57,25.317,25.936,7.439,51.452,7.138,27.45,27.6,1.18,98.672,108.186,1,0.7265,54.14,47.53,64.377,74.643,28.385,Moderate_Transmission
VEH_00029,RSU_0240,SEG_0224,Morning_Peak,Industrial,Intersection,Rainy,Medium,38.78,2.511,17.01,59.39,28.14,9,29.65,35.17,47.6,115.21,-92.89,-72.26,18.02,45.87,58.26,327.83,195.2,31.08,76.89,48.542,3247.187,3,0.5938,27.52,0,19,0,1,0,Low,Background,139.41,52.16,4.6,32.62,235.85,24.987,23.302,11.763,54.786,10.265,19.19,24.98,4.183,95.321,104.67,1,0.6115,31.65,68.629,31.835,67.642,38.975,Efficient_Transmission
VEH_02420,RSU_0114,SEG_0088,Evening_Peak,Suburban,Straight_Road,Clear,Medium,66.0,0.607,15.5,63.5,33.44,7,23.42,36.18,76.33,89.03,-60.21,-54.9,29.03,39.18,87.53,281.22,117.63,58.71,100.0,58.468,4246.087,2,0.5895,16.78,3,15,0,1,0,Medium,Background,85.1,56.62,23.06,56.41,229.9,16.66,6.498,6.968,41.268,9.991,40.77,44.49,2.89,95.543,80.832,1,0.6959,57.9,88.386,42.593,70.45,33.025,Efficient_Transmission
VEH_02145,RSU_0013,SEG_0537,Night,Highway,Curved_Road,Clear,High,63.13,2.294,10.1,34.14,45.81,15,21.5,50.38,49.04,111.78,-65.07,-55.59,32.16,22.82,122.29,304.47,176.07,39.55,96.15,51.868,4027.749,4,0.7279,20.46,0,11,0,0,0,Low,Background,132.61,79.25,40.77,46.76,251.85,16.589,24.815,10.097,53.117,7.341,37.8,38.81,0.272,98.741,105.68,2,0.8931,48.2,82.385,29.913,79.999,38.644,Highly_Efficient_Secure_Transmission
VEH_01894,RSU_0086,SEG_0429,Morning_Peak,Smart_City_Zone,Multi_Lane_Road,Clear,Medium,48.72,1.884,7.89,65.29,33.86,11,9.11,55.53,67.31,90.91,-49.11,-48.88,25.43,47.8,80.18,203.9,79.55,42.64,81.52,39.389,3516.872,4,0.6488,19.73,1,12,0,1,0,Medium,Standard,51.83,44.82,17.61,31.74,116.59,33.629,15.376,10.056,64.817,10.539,35.04,37.75,2.389,98.16,81.64,2,0.7702,63.06,75.998,47.572,74.152,39.861,Efficient_Transmission
VEH_01466,RSU_0035,SEG_0220,Morning_Peak,Urban,Intersection,Clear,Medium,55.97,1.175,22.96,47.98,55.14,6,12.3,16.1,45.06,104.99,-49.3,-60.1,31.04,37.12,81.47,231.35,75.83,55.64,76.02,34.201,3404.752,2,0.6048,7.81,3,14,0,1,0,Medium,High_Priority,134.53,49.79,22.06,46.64,192.32,30.015,20.029,7.615,69.527,5.869,29.65,27.42,4.905,94.169,92.342,4,0.6468,35.26,71.822,39.825,67.781,42.598,Efficient_Transmission
VEH_01227,RSU_0047,SEG_0275,Evening_Peak,Smart_City_Zone,Straight_Road,Rainy,High,38.04,2.351,4.1,67.34,60.48,18,18.58,47.59,35.69,93.55,-84.25,-80.4,22.44,32.26,99.98,411.43,175.76,52.56,84.61,46.308,3594.762,4,0.6716,31.87,1,17,0,1,0,Critical,Background,149.47,73.6,38.71,49.31,185.57,17.996,19.856,9.219,49.785,8.107,40.01,49.53,2.189,96.12,76.759,8,0.589,50.4,70.768,75.09,71.534,32.431,Moderate_Transmission
VEH_02069,RSU_0214,SEG_0066,Evening_Peak,Suburban,Multi_Lane_Road,Clear,Medium,70.05,0.677,15.1,57.34,50.41,7,21.41,28.31,59.43,113.96,-70.04,-66.3,32.24,46.16,90.17,206.71,157.14,39.14,86.61,34.74,3758.789,3,0.641,15.21,3,13,0,1,0,Critical,High_Priority,175.93,47.39,29.41,46.03,184.99,15.488,12.85,6.635,37.477,6.332,46.64,45.01,0.133,97.428,97.867,2,0.6858,48.43,81.377,83.109,77.432,47.265,Highly_Efficient_Secure_Transmission
VEH_01126,RSU_0156,SEG_0592,Midday,Highway,Curved_Road,Cloudy,Low,102.59,-0.493,15.07,86.59,5.74,4,21.42,14.21,70.45,147.02,-67.7,-67.1,24.24,25.25,100.05,292.9,190.12,42.99,61.87,50.99,2477.669,2,0.4062,26.27,0,8,0,1,0,High,Background,111.86,15.77,17.14,5.0,55.77,21.324,8.606,7.317,36.951,11.089,10.8,18.39,2.45,97.257,139.373,0,0.5992,32.84,50.96,69.88,65.887,38.824,Moderate_Transmission
VEH_00066,RSU_0149,SEG_0423,Evening_Peak,Smart_City_Zone,Tunnel,Cloudy,Low,66.87,1.677,12.06,68.03,41.43,6,17.37,31.72,48.11,146.12,-65.84,-81.98,21.14,4.0,86.55,373.79,179.3,64.18,54.65,43.256,2427.731,2,0.5473,27.22,0,14,0,1,1,Medium,Emergency,124.5,89.23,13.95,32.98,119.82,24.501,12.371,10.289,51.142,9.339,24.5,15.16,10.431,88.248,120.212,0,0.7059,37.28,58.57,51.673,63.06,28.099,Moderate_Transmission
VEH_01135,RSU_0238,SEG_0255,Evening_Peak,Suburban,Straight_Road,Clear,Medium,64.99,0.374,12.92,52.43,51.3,8,10.99,56.24,34.46,87.91,-70.26,-63.93,36.04,41.62,66.92,283.35,160.05,25.46,84.23,38.969,3603.796,2,0.6667,32.63,4,14,0,1,0,Medium,High_Priority,191.2,52.13,29.58,46.6,173.86,19.37,17.122,5.761,55.914,6.641,31.35,57.41,4.521,93.641,79.388,4,0.6601,52.01,77.13,42.227,73.314,41.11,Efficient_Transmission
VEH_00338,RSU_0146,SEG_0125,Night,Suburban,Intersection,Cloudy,Medium,51.53,1.407,6.77,51.84,27.09,10,26.7,56.87,56.14,89.46,-73.04,-58.18,28.72,56.59,73.43,325.41,162.89,49.38,67.11,46.016,2802.295,2,0.7984,12.25,0,11,0,1,0,Low,High_Priority,76.07,87.54,43.62,33.16,206.27,31.689,31.205,5.145,68.81,8.321,30.15,34.59,0.1,98.631,78.743,2,0.9385,49.8,69.172,23.487,85.567,26.562,Highly_Efficient_Secure_Transmission
VEH_02171,RSU_0159,SEG_0146,Morning_Peak,Suburban,Intersection,Windy,Medium,55.89,2.144,33.4,33.88,32.55,9,12.66,62.23,49.08,90.28,-74.56,-82.97,26.08,44.0,52.39,291.95,178.56,52.97,51.87,43.939,2097.593,6,0.473,9.76,0,12,0,1,0,High,Standard,149.37,39.76,31.87,37.69,204.26,16.947,21.648,14.205,46.822,10.328,31.06,36.33,2.205,96.117,80.575,1,0.6285,44.59,44.176,70.638,65.624,27.817,Poor_Transmission
VEH_01729,RSU_0188,SEG_0385,Night,Urban,Intersection,Foggy,Low,75.37,-0.07,25.73,41.69,45.13,6,26.66,10.09,49.98,131.54,-94.0,-90.27,21.42,42.49,99.16,376.47,277.54,49.0,79.81,51.244,3447.516,1,0.3697,29.88,1,8,0,1,0,High,Standard,46.33,60.22,13.87,40.63,139.48,29.416,12.065,4.637,51.386,10.012,27.19,11.62,4.596,93.832,112.269,1,0.4991,33.28,61.637,63.252,53.819,36.953,Poor_Transmission
VEH_00447,RSU_0125,SEG_0447,Midday,Suburban,Intersection,Windy,Medium,51.03,1.953,14.85,51.54,39.04,5,30.42,50.81,43.09,49.45,-80.69,-81.31,36.26,38.69,65.63,355.95,150.35,32.91,66.1,34.316,2820.538,4,0.6211,21.89,1,10,0,1,0,High,Background,83.32,37.91,30.68,43.48,107.62,19.896,10.784,12.663,49.427,9.729,34.63,51.51,1.617,97.474,42.459,3,0.7206,52.75,59.828,63.295,72.266,31.158,Moderate_Transmission
VEH_00281,RSU_0110,SEG_0387,Evening_Peak,Urban,Straight_Road,Clear,Low,68.34,1.957,34.57,50.67,43.84,3,12.39,32.87,32.66,161.81,-53.63,-54.56,38.18,41.72,88.04,234.87,56.3,36.82,71.17,29.072,3126.761,2,0.6011,28.2,0,12,0,0,0,High,Standard,68.77,30.09,21.77,9.33,105.78,27.698,13.036,6.415,52.304,10.242,11.46,47.18,0.692,98.993,155.067,3,0.7263,28.1,71.337,68.781,80.311,51.15,Highly_Efficient_Secure_Transmission
VEH_00596,RSU_0037,SEG_0383,Midday,Smart_City_Zone,Intersection,Cloudy,Very_High,39.22,-0.167,18.67,37.81,72.1,8,19.26,80.65,56.74,73.47,-64.79,-56.66,27.16,41.63,97.44,318.03,230.95,58.8,77.23,54.285,3222.93,6,0.6165,29.29,2,32,1,0,0,Critical,Standard,174.23,78.62,48.65,71.18,401.72,18.385,25.187,13.884,66.362,11.131,43.76,71.66,4.52,95.562,65.46,4,0.7042,68.25,64.715,93.538,67.593,26.182,Moderate_Transmission
VEH_01987,RSU_0021,SEG_0277,Midday,Urban,Intersection,Foggy,Medium,48.69,2.969,38.55,53.09,39.87,6,24.51,68.26,22.7,89.6,-94.77,-98.01,25.96,51.98,86.15,434.44,200.07,59.29,91.49,45.849,3943.587,4,0.4504,21.35,1,16,0,1,0,Medium,High_Priority,103.54,48.9,7.71,61.42,194.12,19.703,15.103,9.821,51.993,12.871,34.26,39.17,6.455,91.306,81.577,2,0.5494,54.96,83.117,51.031,55.239,38.222,Moderate_Transmission
VEH_01075,RSU_0014,SEG_0382,Evening_Peak,Suburban,Straight_Road,Clear,Low,77.69,2.732,0.36,39.51,32.35,4,17.32,15.23,60.89,107.91,-66.16,-56.02,22.73,35.66,36.8,205.07,152.06,49.9,80.74,38.661,3428.802,2,0.6692,27.82,2,12,0,1,0,Medium,Background,87.67,38.27,5.86,39.48,134.14,22.623,3.432,6.562,41.439,8.605,28.97,30.0,2.658,96.689,92.83,4,0.673,38.17,70.508,45.392,71.711,46.547,Efficient_Transmission
VEH_00210,RSU_0217,SEG_0124,Midday,Smart_City_Zone,Multi_Lane_Road,Foggy,High,30.78,1.867,2.52,35.92,38.59,7,20.77,45.51,53.63,62.23,-89.66,-99.32,16.42,38.96,118.24,402.91,236.02,50.26,59.56,59.499,2575.779,5,0.6823,35.99,0,17,0,1,0,Critical,Standard,152.7,54.92,17.07,58.1,295.18,27.222,13.264,8.505,45.889,8.838,31.1,19.54,5.604,92.496,51.899,1,0.8156,55.58,62.932,88.698,73.632,18.917,Moderate_Transmission
VEH_00126,RSU_0091,SEG_0267,Morning_Peak,Smart_City_Zone,Multi_Lane_Road,Rainy,Medium,58.58,2.787,9.9,54.7,48.81,13,15.85,50.13,49.95,77.9,-90.75,-76.8,22.33,25.46,66.11,436.63,181.3,45.76,45.57,50.76,1946.935,1,0.6536,21.71,4,9,0,1,1,High,High_Priority,135.99,56.8,41.06,59.52,193.79,21.23,25.922,9.052,79.824,9.107,38.48,52.33,6.577,92.915,62.723,4,0.6628,57.58,49.684,77.618,63.246,15.6,Poor_Transmission
VEH_00492,RSU_0232,SEG_0111,Midday,Highway,Multi_Lane_Road,Clear,High,56.4,0.634,10.37,59.24,46.51,7,31.04,55.93,69.29,75.22,-61.66,-59.97,30.69,36.9,109.85,308.11,122.62,39.49,44.45,51.261,1826.766,3,0.7347,31.58,0,16,0,1,0,High,Standard,122.95,63.61,38.39,60.18,250.53,30.979,22.469,10.582,59.259,6.559,42.77,51.28,0.1,97.654,62.9,0,0.9487,55.34,49.446,64.313,82.804,30.804,Efficient_Transmission
VEH_00970,RSU_0060,SEG_0381,Midday,Highway,Flyover,Clear,Low,120.85,2.025,8.21,67.85,15.45,7,13.27,41.03,33.94,94.9,-71.25,-50.11,32.15,36.29,65.42,214.84,175.31,61.51,92.61,38.9,3926.856,3,0.5287,17.69,4,12,0,1,1,Medium,High_Priority,72.65,51.04,7.54,27.71,93.49,18.476,6.889,7.706,55.126,5.507,35.88,27.39,5.172,93.291,85.692,4,0.4993,22.98,75.394,51.614,63.428,46.697,Efficient_Transmission
VEH_00581,RSU_0124,SEG_0158,Morning_Peak,Urban,Straight_Road,Foggy,Very_High,25.33,2.745,8.7,14.68,57.18,8,36.65,88.26,75.84,101.11,-96.88,-83.93,20.82,29.98,114.31,308.69,190.66,65.15,83.11,57.076,3529.289,5,0.6579,36.26,1,27,1,1,0,Medium,Standard,147.5,82.96,25.74,87.25,275.92,28.868,9.234,9.165,52.832,12.429,28.78,49.13,8.244,90.522,80.349,3,0.7713,82.35,71.828,48.065,69.339,29.667,Efficient_Transmission
VEH_02306,RSU_0023,SEG_0548,Night,Suburban,Intersection,Foggy,Very_High,32.7,2.41,26.14,13.14,62.91,12,26.57,82.67,84.96,58.18,-89.73,-98.42,15.45,33.51,137.41,427.29,296.14,41.5,89.06,67.267,3815.48,3,0.5852,32.22,1,20,1,1,1,Medium,Background,192.26,94.54,35.12,95.26,371.18,34.178,28.4,7.549,89.48,12.488,39.99,49.44,12.903,85.454,45.765,3,0.5471,90.24,68.02,54.543,55.236,21.569,Poor_Transmission
VEH_01212,RSU_0223,SEG_0599,Morning_Peak,Urban,Multi_Lane_Road,Rainy,High,35.11,2.171,6.53,36.05,64.35,9,25.85,60.64,74.35,80.51,-90.15,-92.09,17.27,69.27,118.31,330.29,265.54,51.52,68.4,63.49,3005.607,8,0.7034,25.76,1,19,0,1,0,Medium,Background,142.48,91.99,27.27,78.22,219.73,22.95,24.085,15.869,64.443,13.092,51.98,41.35,4.346,94.344,66.636,2,0.7578,72.32,70.775,52.173,69.766,21.432,Moderate_Transmission
VEH_00230,RSU_0111,SEG_0118,Midday,Industrial,Straight_Road,Rainy,High,36.8,2.419,28.9,30.49,50.51,8,20.03,48.11,77.63,51.86,-87.56,-91.99,34.88,35.46,108.35,387.96,158.08,47.97,72.13,65.581,2950.186,5,0.6968,28.97,2,14,0,1,0,Critical,Standard,100.6,55.28,48.71,76.16,257.43,23.694,15.497,11.648,57.804,12.625,41.56,53.89,1.499,96.634,42.527,3,0.7905,66.0,61.308,86.955,74.837,15.108,Moderate_Transmission
VEH_00189,RSU_0124,SEG_0328,Morning_Peak,Urban,Intersection,Clear,Medium,62.06,1.314,7.44,52.52,52.52,8,28.12,88.81,74.69,109.78,-63.57,-63.8,32.62,34.6,54.13,215.07,141.98,66.22,58.47,44.224,2488.916,3,0.7297,24.27,0,16,0,0,0,Medium,Background,127.82,22.98,33.85,36.37,215.71,23.148,28.714,6.318,59.875,9.22,26.22,48.72,1.426,98.081,101.09,0,0.9067,70.68,63.195,50.769,82.56,42.384,Highly_Efficient_Secure_Transmission
VEH_02058,RSU_0157,SEG_0068,Midday,Highway,Curved_Road,Clear,Very_High,56.0,0.657,16.65,36.42,80.85,16,49.78,96.53,81.39,60.65,-63.01,-44.6,34.48,50.91,142.8,275.17,146.68,52.84,74.62,66.863,3189.934,4,0.6673,14.67,0,26,0,1,0,Critical,Standard,193.88,82.79,39.94,69.5,294.84,23.261,30.462,11.503,60.187,5.104,37.09,50.17,0.1,98.834,56.018,3,0.7601,75.84,64.729,93.086,77.079,25.923,Moderate_Transmission
VEH_00502,RSU_0175,SEG_0434,Morning_Peak,Suburban,Straight_Road,Cloudy,Medium,51.52,1.474,46.11,61.44,54.65,10,18.38,25.74,51.87,75.08,-75.94,-65.55,23.43,31.44,88.29,324.88,192.29,46.16,69.16,45.062,2949.145,3,0.4443,16.47,0,14,0,1,0,Medium,Emergency,134.15,79.33,20.43,41.74,201.59,25.51,12.291,11.001,49.742,10.183,33.03,25.85,4.157,96.16,64.381,1,0.6074,43.97,59.445,54.637,60.745,31.405,Moderate_Transmission
VEH_02133,RSU_0030,SEG_0359,Midday,Suburban,Curved_Road,Cloudy,Medium,45.04,1.559,9.16,61.79,63.38,6,13.16,27.93,52.17,103.17,-79.76,-64.36,29.61,42.48,81.2,150.56,201.12,70.14,75.47,45.123,3169.075,4,0.7273,18.9,0,8,0,1,0,Low,High_Priority,96.02,49.74,22.36,20.73,209.87,19.508,14.735,5.139,36.951,9.509,34.69,28.57,0.1,99.65,93.042,1,0.8794,28.49,74.118,30.018,82.482,39.611,Highly_Efficient_Secure_Transmission
VEH_00049,RSU_0115,SEG_0443,Morning_Peak,Highway,Multi_Lane_Road,Foggy,Low,127.77,0.813,3.15,66.13,38.46,5,15.7,28.06,69.46,121.67,-93.74,-89.95,16.38,53.91,66.22,418.98,254.93,62.25,77.96,53.243,3347.125,4,0.3271,5.89,4,9,0,1,0,Low,Standard,67.93,49.77,2.5,55.99,211.66,22.711,17.566,9.352,63.603,10.638,32.15,43.64,3.376,95.368,104.256,1,0.4195,44.73,63.096,31.728,57.057,33.59,Poor_Transmission
VEH_00689,RSU_0090,SEG_0164,Early_Morning,Industrial,Flyover,Windy,Medium,43.58,1.657,14.74,62.55,50.81,7,23.93,41.93,55.59,82.36,-82.18,-67.28,30.89,24.37,29.96,379.67,225.53,51.4,72.73,38.787,3116.57,7,0.718,24.68,1,14,0,1,1,Low,High_Priority,95.56,47.88,14.17,69.28,197.97,18.293,13.406,9.047,50.962,8.184,47.05,26.36,4.611,94.582,71.558,3,0.8106,58.36,71.182,35.749,75.371,39.831,Efficient_Transmission
VEH_00387,RSU_0212,SEG_0361,Evening_Peak,Urban,Curved_Road,Cloudy,High,34.84,1.548,4.53,23.98,52.07,7,16.73,63.26,57.96,61.57,-74.1,-58.65,32.06,44.6,99.1,342.44,157.88,54.37,51.35,52.61,1964.264,4,0.7545,40.89,1,23,0,1,0,High,Emergency,100.39,60.04,40.38,42.46,289.38,31.491,23.024,8.896,68.48,8.964,49.84,42.96,3.451,95.868,53.957,1,0.951,59.12,54.63,58.941,81.844,26.644,Efficient_Transmission
VEH_00970,RSU_0038,SEG_0585,Evening_Peak,Suburban,Intersection,Clear,Medium,58.53,0.984,11.24,56.64,21.87,8,17.6,62.4,50.07,85.12,-67.74,-50.89,31.9,31.71,23.26,195.02,197.74,38.87,86.58,34.212,3792.774,2,0.6137,20.25,0,17,0,1,0,Low,Standard,117.33,58.16,32.63,37.72,209.09,29.332,17.874,6.059,54.13,10.483,15.93,39.51,0.1,99.033,83.326,2,0.694,51.06,76.461,26.805,72.242,45.957,Highly_Efficient_Secure_Transmission
VEH_01006,RSU_0083,SEG_0119,Morning_Peak,Urban,Straight_Road,Clear,High,43.82,1.615,14.98,44.87,61.73,7,8.96,64.61,68.98,64.07,-60.99,-60.62,34.87,55.96,99.43,259.38,108.0,52.27,86.41,52.154,3754.254,2,0.686,8.22,3,15,0,0,0,Medium,Emergency,127.22,65.84,33.0,47.34,265.36,25.483,18.661,6.363,59.81,10.632,32.97,33.87,2.488,97.847,60.388,3,0.7242,49.52,80.806,43.2,81.956,33.558,Highly_Efficient_Secure_Transmission
VEH_02266,RSU_0027,SEG_0195,Early_Morning,Urban,Intersection,Clear,Medium,44.31,1.786,11.88,56.51,31.32,12,25.91,42.77,71.35,99.19,-61.28,-70.3,29.48,21.19,113.53,292.05,161.49,26.68,72.94,52.014,3134.679,3,0.7765,36.0,0,8,0,1,0,High,Emergency,160.35,55.86,20.96,40.29,254.86,24.938,19.583,8.935,49.264,10.088,28.17,38.41,1.484,96.671,86.136,1,0.958,50.32,73.836,64.846,83.498,31.405,Highly_Efficient_Secure_Transmission
VEH_01725,RSU_0217,SEG_0588,Evening_Peak,Highway,Multi_Lane_Road,Rainy,Very_High,49.01,1.295,7.75,21.94,58.02,11,35.66,63.2,71.29,22.95,-98.94,-91.52,11.75,33.52,128.75,420.2,160.59,48.78,61.04,68.797,2420.614,10,0.5066,20.54,1,19,0,1,0,Low,High_Priority,214.13,68.79,46.77,74.47,295.12,25.293,29.281,20.823,75.629,9.482,65.42,42.32,7.33,91.043,13.002,4,0.4853,67.82,42.784,34.819,59.37,8.471,Poor_Transmission
VEH_02005,RSU_0104,SEG_0241,Morning_Peak,Urban,Intersection,Cloudy,High,25.13,1.727,12.8,31.18,46.85,12,10.26,50.4,72.07,62.5,-78.36,-62.69,21.5,41.46,105.31,275.35,202.64,39.72,100.0,56.138,4242.562,3,0.6342,44.51,2,20,0,1,0,Low,Standard,86.61,55.47,34.68,62.27,200.41,31.728,19.602,7.498,64.103,9.522,51.1,48.99,5.783,93.63,52.976,5,0.6571,63.35,83.084,29.486,70.4,34.21,Efficient_Transmission
VEH_02303,RSU_0230,SEG_0509,Night,Urban,Flyover,Clear,High,27.21,2.017,4.52,50.07,64.98,11,31.13,72.33,99.0,81.55,-54.37,-56.43,34.2,33.11,118.4,218.95,140.32,41.71,76.18,62.904,3172.221,5,0.8684,21.21,3,29,0,0,0,Medium,Standard,121.95,60.32,7.96,57.66,212.43,37.065,24.892,12.553,84.051,8.993,53.64,57.09,2.42,95.153,65.242,2,0.9729,75.0,67.251,49.376,86.124,26.477,Efficient_Transmission
VEH_02284,RSU_0116,SEG_0565,Midday,Smart_City_Zone,Intersection,Cloudy,High,36.9,0.741,15.6,37.29,68.16,11,18.05,50.59,51.85,50.77,-66.94,-68.94,30.12,26.16,100.8,248.55,211.26,49.76,68.98,45.437,2905.418,6,0.748,32.09,3,16,0,1,0,High,Standard,133.15,61.92,31.84,66.12,311.05,14.228,26.386,14.194,63.546,11.993,49.06,58.54,0.656,97.127,41.157,1,0.7709,53.52,65.096,65.95,78.563,35.519,Efficient_Transmission
VEH_01608,RSU_0215,SEG_0142,Morning_Peak,Suburban,Intersection,Rainy,Very_High,45.92,0.233,10.39,41.45,73.61,22,37.32,68.01,81.75,55.83,-95.5,-84.76,17.01,42.13,128.11,323.69,177.14,66.33,75.76,73.505,3109.977,6,0.5403,17.5,2,17,1,0,0,Critical,Emergency,176.01,118.11,45.2,65.88,356.32,36.705,30.512,14.096,92.284,13.903,64.45,64.75,8.931,89.74,39.99,0,0.5661,72.95,59.14,82.436,55.778,14.204,Poor_Transmission
VEH_01790,RSU_0221,SEG_0031,Evening_Peak,Urban,Flyover,Foggy,Low,59.42,1.08,23.16,66.03,22.67,9,16.34,37.03,26.6,147.96,-91.33,-106.89,19.86,42.58,43.85,364.9,216.86,66.94,82.97,41.21,3568.732,3,0.4848,23.39,0,7,0,1,0,High,Background,57.97,32.59,16.59,43.18,210.73,13.964,25.211,11.809,51.468,9.08,13.06,29.31,3.139,95.314,138.07,0,0.6393,25.47,82.509,71.932,66.577,42.687,Efficient_Transmission
VEH_00271,RSU_0015,SEG_0223,Evening_Peak,Urban,Tunnel,Clear,Low,66.35,1.741,11.69,107.57,30.92,3,5.24,42.38,13.98,98.53,-68.79,-55.76,24.74,45.85,59.98,241.44,133.09,44.7,67.18,41.731,2775.578,6,0.5733,21.45,1,10,0,1,0,Critical,High_Priority,46.12,31.81,17.14,36.54,164.96,19.701,11.601,12.138,45.755,4.714,28.68,13.11,1.722,97.568,92.861,1,0.7346,25.17,58.906,76.159,75.453,38.889,Efficient_Transmission
